,TRIAL_ID,LATITUDE,LONGITUDE,LOCATION,Rank,NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Study Documents,URL,AGE_LOWER,AGE_UPPER
25,11,45.0677551,7.6824892,"Centro Sla, Universita' Di Torino, Torino, Italy",12.0,NCT03693781,Colchicine for Amyotrophic Lateral Sclerosis,Co-ALS,Not yet recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Colchicine 1 MG Oral Tablet|Drug: Placebo Oral Tablet,"Decrease in ALS disease progression as measured by ALS Functional rating Scale Revised (ALSFRS-R)|Incidence of Treatment-Emergent Adverse Events (safety and tolerability)|Tracheostomy-free survival rate|Changes in Forced Vital Capacity (FVC)|Changes in quality of life|enhancement of autophagy|changes in stress granules size, number and composition|quantification of insoluble species|modifications on extracellular vesicles secretion in blood and CSF|effects on biomarkers of neurodegeneration|effects on biomarkers of inflammation","Azienda Ospedaliero-Universitaria di Modena|University of Modena and Reggio Emilia|University of Turin, Italy|Istituto Auxologico Italiano|IRCCS National Neurological Institute ""C. Mondino"" Foundation|University of Bari|IRCCS San Raffaele|University of Padova|University of Milan|Istituto Di Ricerche Farmacologiche Mario Negri|University of Campania ""Luigi Vanvitelli""|Catholic University of the Sacred Heart",All,Phase 2,54.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",Co-ALS,"January 30, 2019","November 1, 2020","November 1, 2020","October 3, 2018",,"January 14, 2019",,https://ClinicalTrials.gov/show/NCT03693781,18.0,80.0
26,12,16.2408636,-61.5334077,"Hospital University Center of Pointe-à-Pitre, Pointe-à-Pitre, Guadeloupe",13.0,NCT03367650,Epidemiology and Genetics of the Amyotrophic Lateral Sclerosis in the French West Indies,SLA-DOM,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Dietary Supplement: Blood sample and environmental survey,the impact of amyotrophic lateral sclerosis in Guadeloupe and Martinique|Estimate prevalence of the ALS|Clinical criteria of SLA|Study the genetic factors of the ALS,Centre Hospitalier Universitaire de Pointe-a-Pitre,All,Not Applicable,70.0,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,RBM-PAP-2013/55,"May 13, 2014","May 13, 2020","May 13, 2023","December 11, 2017",,"December 11, 2017",,https://ClinicalTrials.gov/show/NCT03367650,18.0,100.0
27,12,14.6367927,-61.0158268506373,"Hospital University Center of Martinique, Fort-de-France, Martinique",13.0,NCT03367650,Epidemiology and Genetics of the Amyotrophic Lateral Sclerosis in the French West Indies,SLA-DOM,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Dietary Supplement: Blood sample and environmental survey,the impact of amyotrophic lateral sclerosis in Guadeloupe and Martinique|Estimate prevalence of the ALS|Clinical criteria of SLA|Study the genetic factors of the ALS,Centre Hospitalier Universitaire de Pointe-a-Pitre,All,Not Applicable,70.0,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,RBM-PAP-2013/55,"May 13, 2014","May 13, 2020","May 13, 2023","December 11, 2017",,"December 11, 2017",,https://ClinicalTrials.gov/show/NCT03367650,18.0,100.0
28,13,50.8465573,4.351697,"CHU Brugmann, Brussels, Belgium",14.0,NCT02582385,In-situ Cytokines Expression in the CNS in Amyotrophic Lateral Sclerosis (ALS),,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Other: in-situ cytokine expression,in situ cytokine detection: interleukin 18|in situ cytokine detection: interleukin 1|in situ cytokine detection: interleukin 6|in situ cytokine detection:TNF-a,Brugmann University Hospital,All,,5.0,Other,Observational,Time Perspective: Retrospective,CHUB-ALS,October 2012,February 2015,February 2015,"October 21, 2015",,"October 21, 2015",,https://ClinicalTrials.gov/show/NCT02582385,18.0,100.0
29,14,47.3900474,0.6889268,"Service de chirurgie orthopédique et traumatologique, CHRU de TOURS, Tours, France",15.0,NCT02670226,Muscular Biomarkers in Amyotrophic Lateral Sclerosis,METABOMU,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Other: Samples,Metabolic signature of muscle|Metabolic signature of blood|Metabolic signature of satellites cells|Expression levels of targeted genes using transcriptomics,"University Hospital, Tours",All,Not Applicable,40.0,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research,PHAO15-HB-METABOMU|2015-A01629-40|151550B-31|2016-R3,"March 29, 2016","September 29, 2020","September 29, 2020","February 1, 2016",,"March 14, 2019",,https://ClinicalTrials.gov/show/NCT02670226,18.0,75.0
30,14,47.3900474,0.6889268,"Service de Neurologie, CHRU de TOURS, Tours, France",15.0,NCT02670226,Muscular Biomarkers in Amyotrophic Lateral Sclerosis,METABOMU,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Other: Samples,Metabolic signature of muscle|Metabolic signature of blood|Metabolic signature of satellites cells|Expression levels of targeted genes using transcriptomics,"University Hospital, Tours",All,Not Applicable,40.0,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research,PHAO15-HB-METABOMU|2015-A01629-40|151550B-31|2016-R3,"March 29, 2016","September 29, 2020","September 29, 2020","February 1, 2016",,"March 14, 2019",,https://ClinicalTrials.gov/show/NCT02670226,18.0,75.0
31,15,-23.5506507,-46.6333824,"Escola de Artes,Ciencias e Humanidades da Universidade d Sao Paulo, Sao Paulo, Brazil",16.0,NCT03113630,Virtual Task in Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Device: Acquisition on TouchScreen|Device: Acquisition on Kinect|Device: Acquisition on LeapMotion|Device: Acquisition on TouchScreen Control Group|Device: Acquisition on Kinect Control Group|Device: Acquisition on LeapMotion Control Group,"Motor performance improvement in a virtual Timing Coincident task, comparing performance between LeapMotion, TouchScreen and Kinect.",University of Sao Paulo,All,Not Applicable,60.0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,105/15,"February 2, 2016","August 3, 2016","October 4, 2016","April 13, 2017",,"April 13, 2017",,https://ClinicalTrials.gov/show/NCT03113630,40.0,75.0
32,16,39.5162234,-76.9382069,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",17.0,NCT02437110,HERV-K Suppression Using Antiretroviral Therapy in Volunteers With Amyotrophic Lateral Sclerosis (ALS),,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Darunavir|Drug: Ritonavir|Drug: dolutegravir|Drug: Tenofovir alafenamide (TAF),"To assess whether an antiretroviral regimen of darunavir + ritonavir, dolutegravir, and TAF for 24 weeks will suppress blood levels of HERV-K RNA below the limit of detection (1000 copies/ml) in patients with HERV-K-positive ALS.|To assess the safety of an antiretroviral regimen of darunavir + ritonavir, dolutegravir, and TAF in patients with ALS.",National Institute of Neurological Disorders and Stroke (NINDS)|National Institutes of Health Clinical Center (CC),All,Phase 1,200.0,NIH,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,150126|15-N-0126,"April 23, 2015","February 1, 2022","February 1, 2022","May 7, 2015",,"August 15, 2019",,https://ClinicalTrials.gov/show/NCT02437110,18.0,100.0
33,17,36.7014631,-118.7559974,"Forbes Norris MDA/ALS Center, San Francisco, California, United States",18.0,NCT00302198,Amyotrophic Lateral Sclerosis Web Based Patient Care Database: ALSConnection.Org,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Behavioral: ALS Registry,,Forbes Norris MDA/ALS Research Center|Muscular Dystrophy Association,All,,15000.0,Other,Observational,Time Perspective: Prospective,23.112,January 2006,February 2010,February 2010,"March 14, 2006",,"March 2, 2010",,https://ClinicalTrials.gov/show/NCT00302198,18.0,100.0
34,18,50.0469432,19.9971534358367,"Jagiellonian University Medical College, Department of Neurology, Kraków, Poland",19.0,NCT03892863,Repetitive Transcranial Magnetic Stimulation as Therapy for Depression in Amyotrophic Lateral Sclerosis,,Not yet recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Device: active repetitive transcranial magnetic stimulation|Device: sham repetitive transcranial magnetic stimulation,"Beck's Depression Inventory ater rTMS, total score, range 0 to 63, with higher values representing a worse outcome|Beck's Depression Inventory first follow up, total score, range 0 to 63, with higher values representing a worse outcome|Beck's Depression Inventory second follow up, total score, range 0 to 63, with higher values representing a worse outcome|Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised after rTMS, total score, range 0 to 40 with higher values representing a better outcome|Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised first follow up, total score, range 0 to 40 with higher values representing a better outcome|Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised second follow up, total score, range 0 to 40 with higher values representing a better outcome|Apathy Evaluation Scale Clinical Version ater rTMS, total score, range 18 to 72 with higher values representing a worse outcome|Apathy Evaluation Scale Clinical Version first follow up, total score, range 18 to 72 with higher values representing a worse outcome|AES-C second follow up, total score, range 18 to 72 with higher values representing a worse outcome",Jagiellonian University,All,Not Applicable,40.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",JagiellonianU61,"November 15, 2019","June 30, 2021","December 31, 2021","March 27, 2019",,"August 8, 2019",,https://ClinicalTrials.gov/show/NCT03892863,18.0,80.0
35,19,19.531932,76.0554568,"Neurogen brain and spine institute, Navi Mumbai, Maharashtra, India",20.0,NCT02242071,Cell Therapy for Motor Neuron Disease/Amyotrophic Lateral Sclerosis,,Withdrawn,No Results Available,Amyotrophic Lateral Sclerosis,Biological: Stem Cell,Amyotrophic Lateral Sclerosis Functional rating scale-revised,Neurogen Brain and Spine Institute,All,Phase 1,0.0,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,NGBSI-10,December 2008,March 2015,September 2016,"September 16, 2014",,"October 25, 2018",,https://ClinicalTrials.gov/show/NCT02242071,18.0,80.0
36,20,34.395342,-111.7632755,"St. Joseph's Hospital and Medical Center - Barrow Neurological Clinics, Phoenix, Arizona, United States",21.0,NCT03160898,"A Study to Evaluate Efficacy, Safety and Tolerability of CK-2127107 in Patients With Amyotrophic Lateral Sclerosis (ALS)",FORTITUDE-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: CK-2127107|Drug: Placebo,Change from baseline to Week 12 in the percent predicted slow vital capacity (SVC)|Slope of change from baseline in the mega-score of muscle strength measured by hand held dynamometry and handgrip dynamometry from baseline to Week 12|Change from baseline to Week 12 in the ALS Functional Rating Scale - Revised (ALSFRS-R)|Mean plasma concentrations over time of CK-2127107 at Week 12,Cytokinetics|Astellas Pharma Inc,All,Phase 2,458.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CY 5022,"July 24, 2017","March 7, 2019","March 7, 2019","May 19, 2017",,"April 5, 2019",,https://ClinicalTrials.gov/show/NCT03160898,18.0,80.0
37,20,36.7014631,-118.7559974,"Cedars-Sinai Medical Center, Los Angeles, California, United States",21.0,NCT03160898,"A Study to Evaluate Efficacy, Safety and Tolerability of CK-2127107 in Patients With Amyotrophic Lateral Sclerosis (ALS)",FORTITUDE-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: CK-2127107|Drug: Placebo,Change from baseline to Week 12 in the percent predicted slow vital capacity (SVC)|Slope of change from baseline in the mega-score of muscle strength measured by hand held dynamometry and handgrip dynamometry from baseline to Week 12|Change from baseline to Week 12 in the ALS Functional Rating Scale - Revised (ALSFRS-R)|Mean plasma concentrations over time of CK-2127107 at Week 12,Cytokinetics|Astellas Pharma Inc,All,Phase 2,458.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CY 5022,"July 24, 2017","March 7, 2019","March 7, 2019","May 19, 2017",,"April 5, 2019",,https://ClinicalTrials.gov/show/NCT03160898,18.0,80.0
38,20,36.7014631,-118.7559974,"University of California Irvine, Orange, California, United States",21.0,NCT03160898,"A Study to Evaluate Efficacy, Safety and Tolerability of CK-2127107 in Patients With Amyotrophic Lateral Sclerosis (ALS)",FORTITUDE-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: CK-2127107|Drug: Placebo,Change from baseline to Week 12 in the percent predicted slow vital capacity (SVC)|Slope of change from baseline in the mega-score of muscle strength measured by hand held dynamometry and handgrip dynamometry from baseline to Week 12|Change from baseline to Week 12 in the ALS Functional Rating Scale - Revised (ALSFRS-R)|Mean plasma concentrations over time of CK-2127107 at Week 12,Cytokinetics|Astellas Pharma Inc,All,Phase 2,458.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CY 5022,"July 24, 2017","March 7, 2019","March 7, 2019","May 19, 2017",,"April 5, 2019",,https://ClinicalTrials.gov/show/NCT03160898,18.0,80.0
39,20,36.7014631,-118.7559974,"Forbes Norris MDA/ALS Research Center, San Francisco, California, United States",21.0,NCT03160898,"A Study to Evaluate Efficacy, Safety and Tolerability of CK-2127107 in Patients With Amyotrophic Lateral Sclerosis (ALS)",FORTITUDE-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: CK-2127107|Drug: Placebo,Change from baseline to Week 12 in the percent predicted slow vital capacity (SVC)|Slope of change from baseline in the mega-score of muscle strength measured by hand held dynamometry and handgrip dynamometry from baseline to Week 12|Change from baseline to Week 12 in the ALS Functional Rating Scale - Revised (ALSFRS-R)|Mean plasma concentrations over time of CK-2127107 at Week 12,Cytokinetics|Astellas Pharma Inc,All,Phase 2,458.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CY 5022,"July 24, 2017","March 7, 2019","March 7, 2019","May 19, 2017",,"April 5, 2019",,https://ClinicalTrials.gov/show/NCT03160898,18.0,80.0
40,20,36.7014631,-118.7559974,"Stanford Hospital and Clinics, Stanford, California, United States",21.0,NCT03160898,"A Study to Evaluate Efficacy, Safety and Tolerability of CK-2127107 in Patients With Amyotrophic Lateral Sclerosis (ALS)",FORTITUDE-ALS,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: CK-2127107|Drug: Placebo,Change from baseline to Week 12 in the percent predicted slow vital capacity (SVC)|Slope of change from baseline in the mega-score of muscle strength measured by hand held dynamometry and handgrip dynamometry from baseline to Week 12|Change from baseline to Week 12 in the ALS Functional Rating Scale - Revised (ALSFRS-R)|Mean plasma concentrations over time of CK-2127107 at Week 12,Cytokinetics|Astellas Pharma Inc,All,Phase 2,458.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CY 5022,"July 24, 2017","March 7, 2019","March 7, 2019","May 19, 2017",,"April 5, 2019",,https://ClinicalTrials.gov/show/NCT03160898,18.0,80.0
